customer_id,email,created_at,country,status,ingest_date
c00039,user39@example.com,2025-02-08 01:00:00,BR,ACTIVE,2025-12-20
c00039,user39@example.com,not a date,BR,ACTIVE,2025-12-20
c00040,user40@example.com,2025-03-19 19:00:00,United States,banned,2099-01-01
c00041,user41example.com,2025-06-22 06:00:00,,active,2025-12-20
c00042,user42@example.com,2025-02-06 11:00:00,N/A,banned,2025-12-20
c00043,user43@example.com,2025-06-14 13:00:00,uk,ACTIVE,2025-12-20
c00044,user44@example.com,2025-10-13 19:00:00,BR,,2025-12-20
c00045,user45@example.com,2025-02-06 04:00:00,uk,ACTIVE,2025-12-20
c00046,user46@example.com,2025-02-24 07:00:00,US,,2025-12-20
c00047,user47@example.com,2025-03-28T02:00:00+00:00,N/A,active,2099-01-01
c00048,user48@example.com,2025-06-28T06:00:00+00:00,usa,actve,2025-12-20
c00049,user49@example.com,2025-07-09T07:00:00+00:00,,,2025-12-20
c00050,user50@example.com,2025-02-09 20:00:00,GB,actve,2099-01-01
c00051,user51@example.com,2025-06-06 07:00:00,,actve,2025-12-20
c00051,user51@example.com,not a date,,actve,2025-12-20
c00052,user52@example.com,2025-05-07 19:00:00,GB,ACTIVE,2025-12-20
c00053,user53@example.com,2025-04-11 12:00:00,US,,2025-12-20
c00054,user54@example.com,2025-01-05 19:00:00,United States,ACTIVE,2025-12-20
c00055,user55@example.com,2025-01-04 17:00:00,IN,,2025-12-20
c00056,user56@example.com,2025-08-23 01:00:00,United States,banned,2025-12-20
c00056,user56@example.com,not a date,United States,banned,2025-12-20
c00057,user57@example.com,2025-02-17 06:00:00,IN,,2025-12-20
c00058,user58@example.com,2025-08-16 15:00:00,GB,banned,2099-01-01
c00059,user59@example.com,2025-07-19 10:00:00,United States,banned,2025-12-20
c00060,user60@example.com,2025-04-16 15:00:00,BR,ACTIVE,2099-01-01
c00061,user61@example.com,2025-05-22 21:00:00,,banned,2025-12-20
c00062,user62@example.com,2025-02-18T09:00:00+00:00,GB,ACTIVE,2025-12-20
c00063,user63@example.com,2025-08-19 11:00:00,uk,actve,2025-12-20
c00064,user64@example.com,2025-01-17 02:00:00,United States,active,2025-12-20
c00065,user65@example.com,2025-08-08 20:00:00,,,2025-12-20
c00066,user66@example.com,2025-04-13T08:00:00+00:00,N/A,active,2099-01-01
c00067,user67@example.com,2025-10-25 04:00:00,US,ACTIVE,2025-12-20
c00068,user68@example.com,2025-01-01 23:00:00,BR,ACTIVE,2025-12-20
c00069,user69@example.com,2025-06-19T22:00:00+00:00,uk,active,2025-12-20
c00070,user70@example.com,2025-01-16 08:00:00,india,active,2025-12-20
c00070,user70@example.com,not a date,india,active,2025-12-20
c00071,user71@example.com,2025-03-23 10:00:00,United States,,2025-12-20
c00072,user72@example.com,2025-09-18 15:00:00,GB,inactive,2099-01-01
c00073,user73@example.com,2025-02-07T23:00:00+00:00,IN,ACTIVE,2025-12-20
c00074,user74@example.com,2025-02-27 21:00:00,india,actve,2099-01-01
c00075,user75@example.com,2025-03-09 03:00:00,N/A,banned,2025-12-20
c00076,user76@example.com,2025-02-13 10:00:00,N/A,banned,2025-12-20
c00077,user77@example.com,2025-03-26 12:00:00,uk,,2025-12-20
c00078,user78@example.com,2025-04-30 13:00:00,US,inactive,2025-12-20
c00079,user79@example.com,2025-01-31 05:00:00,,actve,2025-12-20
c00080,user80@example.com,2025-10-24 14:00:00,United States,,2025-12-20
c00081,user81@example.com,2025-02-12 07:00:00,N/A,active,2025-12-20
c00082,user82@example.com,2025-08-19T09:00:00+00:00,usa,active,2025-12-20
c00082,user82@example.com,not a date,usa,active,2025-12-20
c00083,user83example.com,2025-04-18T21:00:00+00:00,GB,banned,2025-12-20
c00084,user84@example.com,2025-04-23 04:00:00,US,banned,2025-12-20
c00085,user85@example.com,2025-08-16T11:00:00+00:00,United States,active,2025-12-20
c00086,user86@example.com,2025-07-25 00:00:00,GB,active,2025-12-20
c00087,user87@example.com,2025-04-30T10:00:00+00:00,US,inactive,2025-12-20
c00088,user88example.com,2025-06-21 10:00:00,US,ACTIVE,2025-12-20
c00089,user89@example.com,2025-01-26 07:00:00,usa,ACTIVE,2025-12-20
c00090,user90@example.com,2025-03-26 18:00:00,US,,2025-12-20
c00091,user91@example.com,2025-09-22T14:00:00+00:00,uk,active,2025-12-20
c00092,user92example.com,2025-06-23 06:00:00,usa,inactive,2025-12-20
c00093,user93@example.com,2025-09-02 08:00:00,GB,,2099-01-01
c00094,user94@example.com,2025-01-22T06:00:00+00:00,US,,2025-12-20
c00095,user95@example.com,2025-09-10 14:00:00,BR,,2025-12-20
c00096,user96@example.com,2025-08-28 23:00:00,US,inactive,2025-12-20
c00097,user97@example.com,2025-03-29 01:00:00,usa,ACTIVE,2025-12-20
c00098,user98@example.com,2025-10-26 14:00:00,US,ACTIVE,2025-12-20
c00099,user99@example.com,2025-10-23T16:00:00+00:00,,active,2099-01-01
c00100,user100@example.com,2025-07-24T14:00:00+00:00,GB,inactive,2025-12-20
c00101,user101@example.com,2025-02-09T11:00:00+00:00,usa,,2099-01-01
c00102,user102@example.com,2025-04-07T08:00:00+00:00,india,,2025-12-20
c00103,user103@example.com,2025-07-26T10:00:00+00:00,usa,actve,2025-12-20
c00104,user104@example.com,2025-10-07T23:00:00+00:00,GB,actve,2025-12-20
c00104,user104@example.com,not a date,GB,actve,2025-12-20
c00105,user105@example.com,2025-05-07T16:00:00+00:00,BR,ACTIVE,2025-12-20
c00106,user106@example.com,2025-08-09T16:00:00+00:00,,actve,2025-12-20
c00107,user107@example.com,2025-07-10 02:00:00,US,active,2025-12-20
c00108,user108example.com,2025-05-02T21:00:00+00:00,uk,,2025-12-20
c00109,user109@example.com,2025-08-05T13:00:00+00:00,GB,,2025-12-20
c00110,user110@example.com,2025-03-28 20:00:00,IN,ACTIVE,2025-12-20
c00111,user111@example.com,2025-09-10 00:00:00,United States,banned,2025-12-20
c00112,user112@example.com,2025-07-06T09:00:00+00:00,IN,inactive,2099-01-01
c00113,user113@example.com,2025-04-17 14:00:00,GB,inactive,2025-12-20
c00114,user114@example.com,2025-03-10 01:00:00,United States,banned,2025-12-20
c00115,user115example.com,2025-03-11T04:00:00+00:00,india,active,2025-12-20
c00116,user116@example.com,2025-05-21T20:00:00+00:00,United States,,2025-12-20
c00117,user117@example.com,2025-02-06T15:00:00+00:00,United States,actve,2025-12-20
c00118,user118@example.com,2025-03-07 08:00:00,GB,,2025-12-20
c00119,user119@example.com,2025-05-27 15:00:00,N/A,banned,2025-12-20
c00120,user120@example.com,2025-01-07 03:00:00,india,inactive,2025-12-20
c00121,user121@example.com,2025-05-06 16:00:00,N/A,,2025-12-20
c00122,user122@example.com,2025-01-29T01:00:00+00:00,GB,inactive,2025-12-20
c00123,user123@example.com,2025-04-15 18:00:00,,active,2025-12-20
c00124,user124@example.com,2025-10-27T18:00:00+00:00,GB,,2025-12-20
c00125,user125@example.com,2025-02-27T14:00:00+00:00,usa,,2025-12-20
c00126,user126@example.com,2025-01-05 21:00:00,uk,inactive,2025-12-20
c00127,user127@example.com,2025-01-03 15:00:00,uk,inactive,2025-12-20
c00128,user128@example.com,2025-08-24 12:00:00,N/A,inactive,2025-12-20
c00129,user129@example.com,2025-09-29T00:00:00+00:00,N/A,banned,2025-12-20
c00130,user130@example.com,2025-09-12 21:00:00,United States,,2025-12-20
c00131,user131@example.com,2025-03-18 18:00:00,GB,banned,2099-01-01
c00132,user132@example.com,2025-05-31 16:00:00,,active,2099-01-01
c00133,user133@example.com,2025-04-03T09:00:00+00:00,uk,,2025-12-20
c00134,user134@example.com,2025-06-26 22:00:00,GB,,2025-12-20
c00135,user135@example.com,2025-07-30 14:00:00,,,2099-01-01
c00136,user136@example.com,2025-09-26T10:00:00+00:00,GB,ACTIVE,2025-12-20
c00137,user137@example.com,2025-03-20T21:00:00+00:00,N/A,banned,2025-12-20
c00138,user138@example.com,2025-04-17T07:00:00+00:00,GB,,2025-12-20
c00139,user139example.com,2025-06-13 17:00:00,uk,actve,2025-12-20
c00140,user140@example.com,2025-05-24 11:00:00,US,actve,2025-12-20
c00141,user141@example.com,2025-02-04T14:00:00+00:00,uk,active,2025-12-20
c00142,user142@example.com,2025-02-01 03:00:00,GB,ACTIVE,2025-12-20
c00143,user143@example.com,2025-08-19T01:00:00+00:00,US,,2025-12-20
c00144,user144@example.com,2025-05-08 13:00:00,,,2025-12-20
c00144,user144@example.com,not a date,,,2025-12-20
c00145,user145@example.com,2025-03-17T18:00:00+00:00,,actve,2025-12-20
c00146,user146@example.com,2025-06-09T10:00:00+00:00,uk,actve,2025-12-20
c00147,user147@example.com,2025-08-10 21:00:00,N/A,,2025-12-20
c00148,user148@example.com,2025-06-01 09:00:00,usa,active,2025-12-20
c00149,user149@example.com,2025-04-21T03:00:00+00:00,GB,,2025-12-20
c00150,user150@example.com,2025-05-04 19:00:00,IN,actve,2099-01-01
c00151,user151@example.com,2025-07-20 15:00:00,india,ACTIVE,2025-12-20
c00152,user152@example.com,2025-05-11 16:00:00,usa,ACTIVE,2025-12-20
c00153,user153@example.com,2025-08-06 12:00:00,US,banned,2025-12-20
c00154,user154@example.com,2025-04-29 15:00:00,GB,active,2025-12-20
c00155,user155@example.com,2025-10-26T12:00:00+00:00,US,,2025-12-20
c00156,user156@example.com,2025-05-21T04:00:00+00:00,N/A,ACTIVE,2025-12-20
c00157,user157example.com,2025-01-23T23:00:00+00:00,BR,actve,2025-12-20
c00158,user158@example.com,2025-03-11 23:00:00,US,,2025-12-20
c00159,user159@example.com,2025-02-07T08:00:00+00:00,US,actve,2025-12-20
c00160,user160@example.com,2025-08-12 17:00:00,BR,,2025-12-20
c00161,user161@example.com,2025-04-14 00:00:00,india,actve,2025-12-20
c00162,user162@example.com,2025-04-29T13:00:00+00:00,United States,,2025-12-20
c00163,user163@example.com,2025-02-16 06:00:00,uk,active,2025-12-20
c00164,user164@example.com,2025-10-14 04:00:00,india,actve,2025-12-20
c00165,user165@example.com,2025-02-17T10:00:00+00:00,,active,2025-12-20
c00166,user166@example.com,2025-07-07 17:00:00,IN,active,2025-12-20
c00167,user167example.com,2025-04-24 14:00:00,IN,inactive,2025-12-20
c00168,user168@example.com,2025-06-23 05:00:00,IN,,2025-12-20
c00169,user169@example.com,2025-05-11T14:00:00+00:00,uk,ACTIVE,2025-12-20
c00170,user170@example.com,2025-04-23 10:00:00,BR,inactive,2099-01-01
c00171,user171@example.com,2025-07-24 10:00:00,,actve,2025-12-20
c00172,user172@example.com,2025-09-10 13:00:00,,actve,2025-12-20
c00173,user173@example.com,2025-01-26 02:00:00,BR,,2025-12-20
c00174,user174@example.com,2025-08-17 15:00:00,IN,,2025-12-20
c00175,user175@example.com,2025-02-19 19:00:00,usa,active,2025-12-20
c00176,user176@example.com,2025-06-05 05:00:00,United States,ACTIVE,2025-12-20
c00177,user177@example.com,2025-02-25T17:00:00+00:00,usa,active,2025-12-20
c00178,user178example.com,2025-06-22 21:00:00,usa,,2025-12-20
c00179,user179@example.com,2025-03-27 20:00:00,GB,ACTIVE,2025-12-20
c00180,user180@example.com,2025-05-06 17:00:00,IN,,2025-12-20
c00181,user181@example.com,2025-05-24 04:00:00,United States,active,2025-12-20
c00182,user182@example.com,2025-03-04 02:00:00,usa,,2025-12-20
c00183,user183@example.com,2025-03-09T00:00:00+00:00,uk,,2099-01-01
c00184,user184@example.com,2025-04-30 03:00:00,BR,ACTIVE,2025-12-20
c00185,user185@example.com,2025-04-02 07:00:00,IN,active,2025-12-20
c00186,user186@example.com,2025-01-24 04:00:00,N/A,banned,2025-12-20
c00187,user187@example.com,2025-01-05 13:00:00,GB,,2025-12-20
c00188,user188@example.com,2025-10-07 05:00:00,US,inactive,2025-12-20
c00189,user189@example.com,2025-10-21T02:00:00+00:00,US,,2025-12-20
c00190,user190@example.com,2025-08-25 20:00:00,,,2025-12-20
c00191,user191@example.com,2025-06-02T05:00:00+00:00,GB,banned,2025-12-20
c00192,user192@example.com,2025-07-27 14:00:00,GB,,2025-12-20
c00193,user193@example.com,2025-08-22 15:00:00,BR,banned,2025-12-20
c00194,user194example.com,2025-01-10T04:00:00+00:00,GB,,2025-12-20
c00195,user195@example.com,2025-02-26 01:00:00,india,,2025-12-20
c00196,user196example.com,2025-05-10 16:00:00,N/A,,2025-12-20
c00197,user197@example.com,2025-07-28T04:00:00+00:00,usa,,2025-12-20
c00198,user198@example.com,2025-10-14 10:00:00,IN,inactive,2025-12-20
c00199,user199@example.com,2025-01-08 07:00:00,,inactive,2025-12-20
