customer_id,email,created_at,country,status,ingest_date
c00081,user81@example.com,2025-09-28T12:00:00+00:00,BR,banned,2025-12-10
c00082,user82@example.com,2025-05-24 17:00:00,,actve,2025-12-10
c00083,user83@example.com,2025-06-11 22:00:00,,,2025-12-10
c00083,user83@example.com,not a date,,,2025-12-10
c00084,user84example.com,2025-03-22T19:00:00+00:00,GB,banned,2025-12-10
c00085,user85@example.com,2025-06-04T23:00:00+00:00,IN,,2025-12-10
c00086,user86@example.com,2025-09-26T01:00:00+00:00,N/A,inactive,2025-12-10
c00087,user87@example.com,2025-03-26 18:00:00,india,actve,2025-12-10
c00088,user88@example.com,2025-06-17T23:00:00+00:00,india,ACTIVE,2025-12-10
c00088,user88@example.com,not a date,india,ACTIVE,2025-12-10
c00089,user89@example.com,2025-04-25T03:00:00+00:00,india,actve,2025-12-10
c00090,user90@example.com,2025-09-25T01:00:00+00:00,,banned,2025-12-10
c00091,user91@example.com,2025-09-26 00:00:00,N/A,,2025-12-10
c00092,user92@example.com,2025-02-11 04:00:00,IN,actve,2025-12-10
c00093,user93example.com,2025-03-12 18:00:00,United States,inactive,2025-12-10
c00094,user94@example.com,2025-06-06 22:00:00,uk,ACTIVE,2025-12-10
c00095,user95example.com,2025-03-29 17:00:00,india,banned,2025-12-10
c00096,user96@example.com,2025-07-13T14:00:00+00:00,,,2025-12-10
c00097,user97@example.com,2025-10-14 07:00:00,usa,actve,2025-12-10
c00098,user98@example.com,2025-02-15 17:00:00,GB,ACTIVE,2025-12-10
c00099,user99@example.com,2025-07-06T03:00:00+00:00,,actve,2025-12-10
c00100,user100@example.com,2025-01-14 14:00:00,GB,actve,2025-12-10
c00101,user101@example.com,2025-07-19T06:00:00+00:00,N/A,inactive,2025-12-10
c00102,user102@example.com,2025-02-02 17:00:00,,banned,2025-12-10
c00103,user103@example.com,2025-01-11 13:00:00,IN,actve,2025-12-10
c00104,user104@example.com,2025-04-20 02:00:00,United States,active,2025-12-10
c00105,user105@example.com,2025-04-29T02:00:00+00:00,BR,inactive,2025-12-10
c00106,user106@example.com,2025-03-22T15:00:00+00:00,uk,inactive,2025-12-10
c00107,user107@example.com,2025-04-26 11:00:00,uk,active,2025-12-10
c00108,user108@example.com,2025-04-09T21:00:00+00:00,IN,banned,2025-12-10
c00109,user109@example.com,2025-05-30T01:00:00+00:00,IN,active,2025-12-10
c00110,user110@example.com,2025-05-19T00:00:00+00:00,United States,ACTIVE,2099-01-01
c00111,user111@example.com,2025-06-18 05:00:00,india,ACTIVE,2025-12-10
c00112,user112@example.com,2025-02-05 22:00:00,N/A,banned,2025-12-10
c00113,user113@example.com,2025-01-08T06:00:00+00:00,BR,active,2099-01-01
c00114,user114@example.com,2025-05-22T14:00:00+00:00,,,2025-12-10
c00115,user115@example.com,2025-07-20 01:00:00,United States,banned,2025-12-10
c00116,user116@example.com,2025-03-18 23:00:00,BR,banned,2025-12-10
c00117,user117@example.com,2025-10-12 00:00:00,IN,,2025-12-10
c00118,user118@example.com,2025-09-06T03:00:00+00:00,india,actve,2099-01-01
c00119,user119example.com,2025-06-02T14:00:00+00:00,india,ACTIVE,2025-12-10
c00120,user120@example.com,2025-02-10 02:00:00,uk,ACTIVE,2025-12-10
c00121,user121@example.com,2025-03-29 08:00:00,N/A,,2025-12-10
c00121,user121@example.com,not a date,N/A,,2025-12-10
c00122,user122@example.com,2025-03-26T03:00:00+00:00,N/A,active,2025-12-10
c00123,user123@example.com,2025-03-28 11:00:00,IN,ACTIVE,2025-12-10
c00124,user124@example.com,2025-01-02 08:00:00,US,actve,2025-12-10
c00125,user125@example.com,2025-01-06T10:00:00+00:00,uk,,2025-12-10
c00126,user126@example.com,2025-08-10 12:00:00,uk,inactive,2025-12-10
c00126,user126@example.com,not a date,uk,inactive,2025-12-10
c00127,user127@example.com,2025-07-26 12:00:00,india,,2025-12-10
c00128,user128@example.com,2025-08-19T16:00:00+00:00,india,active,2025-12-10
c00129,user129@example.com,2025-09-17T13:00:00+00:00,GB,ACTIVE,2025-12-10
c00130,user130example.com,2025-02-05T11:00:00+00:00,usa,banned,2025-12-10
c00131,user131@example.com,2025-05-06T17:00:00+00:00,US,,2025-12-10
c00132,user132@example.com,2025-03-25 04:00:00,GB,,2025-12-10
c00133,user133@example.com,2025-06-17T11:00:00+00:00,IN,ACTIVE,2025-12-10
c00134,user134@example.com,2025-06-21 02:00:00,US,inactive,2025-12-10
c00135,user135@example.com,2025-03-06T01:00:00+00:00,india,,2025-12-10
c00136,user136@example.com,2025-04-06 07:00:00,india,,2025-12-10
c00137,user137@example.com,2025-02-02T07:00:00+00:00,US,,2025-12-10
c00137,user137@example.com,not a date,US,,2025-12-10
c00138,user138@example.com,2025-01-21 06:00:00,uk,actve,2025-12-10
c00139,user139@example.com,2025-01-09 13:00:00,United States,active,2025-12-10
c00140,user140@example.com,2025-02-20 18:00:00,US,,2025-12-10
c00141,user141@example.com,2025-08-06T00:00:00+00:00,,banned,2025-12-10
c00142,user142example.com,2025-02-05 16:00:00,GB,inactive,2025-12-10
c00143,user143@example.com,2025-02-10 15:00:00,,ACTIVE,2025-12-10
c00144,user144@example.com,2025-07-12 05:00:00,uk,actve,2025-12-10
c00145,user145@example.com,2025-07-28 22:00:00,GB,active,2025-12-10
c00146,user146@example.com,2025-04-26 04:00:00,,inactive,2025-12-10
c00147,user147@example.com,2025-07-05 10:00:00,uk,active,2025-12-10
c00148,user148@example.com,2025-01-01 10:00:00,usa,,2025-12-10
c00149,user149@example.com,2025-05-27 17:00:00,,banned,2099-01-01
c00150,user150@example.com,2025-03-29 19:00:00,usa,inactive,2099-01-01
c00151,user151@example.com,2025-04-06 05:00:00,BR,ACTIVE,2025-12-10
c00152,user152@example.com,2025-09-22 02:00:00,IN,,2099-01-01
c00153,user153@example.com,2025-01-20T03:00:00+00:00,,,2025-12-10
c00154,user154@example.com,2025-08-09 23:00:00,,banned,2025-12-10
c00155,user155@example.com,2025-06-06 23:00:00,US,active,2025-12-10
c00156,user156@example.com,2025-04-28 16:00:00,US,ACTIVE,2099-01-01
c00157,user157@example.com,2025-01-12 12:00:00,United States,active,2099-01-01
c00158,user158example.com,2025-09-25T04:00:00+00:00,US,inactive,2025-12-10
c00159,user159example.com,2025-01-27T00:00:00+00:00,india,,2025-12-10
c00160,user160@example.com,2025-04-05 23:00:00,US,,2025-12-10
c00161,user161@example.com,2025-06-13T00:00:00+00:00,usa,active,2025-12-10
c00162,user162@example.com,2025-01-11T18:00:00+00:00,BR,,2025-12-10
c00163,user163@example.com,2025-01-09T23:00:00+00:00,GB,,2025-12-10
c00164,user164@example.com,2025-07-13 00:00:00,,inactive,2025-12-10
c00165,user165@example.com,2025-04-24T00:00:00+00:00,N/A,,2025-12-10
c00166,user166@example.com,2025-03-04T11:00:00+00:00,US,ACTIVE,2025-12-10
c00167,user167example.com,2025-01-24T00:00:00+00:00,N/A,active,2025-12-10
c00168,user168@example.com,2025-01-26 15:00:00,US,,2025-12-10
c00169,user169@example.com,2025-02-17 18:00:00,BR,,2025-12-10
c00170,user170@example.com,2025-09-18 07:00:00,uk,inactive,2025-12-10
c00171,user171@example.com,2025-08-08 00:00:00,,active,2025-12-10
c00172,user172@example.com,2025-07-16 03:00:00,United States,inactive,2025-12-10
c00173,user173@example.com,2025-08-19 12:00:00,BR,ACTIVE,2025-12-10
c00173,user173@example.com,not a date,BR,ACTIVE,2025-12-10
c00174,user174@example.com,2025-06-22 17:00:00,GB,ACTIVE,2025-12-10
c00174,user174@example.com,not a date,GB,ACTIVE,2025-12-10
c00175,user175@example.com,2025-02-28T03:00:00+00:00,IN,inactive,2025-12-10
c00176,user176@example.com,2025-09-01T08:00:00+00:00,US,,2025-12-10
c00177,user177@example.com,2025-04-14 15:00:00,US,active,2025-12-10
c00178,user178@example.com,2025-02-14 18:00:00,BR,inactive,2025-12-10
c00179,user179@example.com,2025-06-29T17:00:00+00:00,BR,ACTIVE,2025-12-10
c00180,user180@example.com,2025-07-09T21:00:00+00:00,usa,actve,2025-12-10
c00181,user181@example.com,2025-07-16 23:00:00,N/A,ACTIVE,2025-12-10
c00182,user182@example.com,2025-05-04T09:00:00+00:00,india,banned,2025-12-10
c00183,user183@example.com,2025-04-16 06:00:00,GB,,2025-12-10
c00184,user184@example.com,2025-07-05T09:00:00+00:00,IN,banned,2025-12-10
c00185,user185@example.com,2025-07-24T21:00:00+00:00,GB,ACTIVE,2025-12-10
c00186,user186example.com,2025-07-26 04:00:00,N/A,banned,2025-12-10
c00187,user187@example.com,2025-08-13 18:00:00,,actve,2025-12-10
c00188,user188@example.com,2025-10-16T16:00:00+00:00,usa,actve,2025-12-10
c00189,user189example.com,2025-06-23 09:00:00,N/A,inactive,2025-12-10
c00190,user190@example.com,2025-05-31 04:00:00,,actve,2025-12-10
c00191,user191@example.com,2025-09-21T17:00:00+00:00,GB,inactive,2099-01-01
c00192,user192@example.com,2025-01-24 04:00:00,N/A,active,2025-12-10
c00193,user193example.com,2025-04-11 13:00:00,IN,,2025-12-10
c00194,user194@example.com,2025-04-17 18:00:00,N/A,inactive,2025-12-10
c00195,user195@example.com,2025-06-11 14:00:00,GB,actve,2025-12-10
c00196,user196@example.com,2025-02-20 03:00:00,BR,,2025-12-10
c00197,user197@example.com,2025-06-15 16:00:00,N/A,ACTIVE,2025-12-10
c00198,user198@example.com,2025-02-14 17:00:00,IN,actve,2025-12-10
c00199,user199@example.com,2025-04-08 15:00:00,US,,2025-12-10
